id,driver_id,type,plate_number,brand,model,status
474,user_01348,motorbike,54-G993326,Honda,Wave Alpha,active
475,user_01350,motorbike,60-F033231,Honda,SH Mode,active
476,user_01351,motorbike,15-W129906,SYM,Galaxy,active
477,user_01353,car,61-J267947,Mazda,CX-8,active
478,user_01359,motorbike,61-N740929,Honda,SH Mode,active
479,user_01361,motorbike,59-H082512,Yamaha,Janus,active
480,user_01364,motorbike,63-J366859,Honda,Air Blade,active
481,user_01365,car,61-N354284,Hyundai,Tucson,active
482,user_01367,motorbike,63-C398573,Yamaha,Grande,active
483,user_01369,motorbike,60-Y949748,Honda,Air Blade,active
484,user_01372,motorbike,62-E446959,SYM,Galaxy,active
485,user_01374,car,60-I035840,Hyundai,Santa Fe,active
486,user_01376,motorbike,54-M676166,Yamaha,Sirius,active
487,user_01382,motorbike,59-U669206,SYM,Angel,active
488,user_01384,motorbike,15-R694717,Yamaha,Nouvo,active
489,user_01385,motorbike,15-L578045,Yamaha,Exciter,active
490,user_01386,car,54-R728994,Mazda,CX-8,active
491,user_01387,motorbike,59-E892836,Yamaha,Grande,active
492,user_01389,motorbike,61-E253890,SYM,Angel,active
493,user_01390,motorbike,54-E586061,Honda,SH Mode,active
494,user_01392,motorbike,15-D735902,Honda,Future Neo,active
495,user_01393,car,61-M143242,Hyundai,Accent,active
496,user_01395,motorbike,60-L980689,Yamaha,Janus,active
497,user_01398,motorbike,15-T199618,Honda,Air Blade,active
498,user_01401,car,59-I305254,Kia,Sorento,active
499,user_01402,motorbike,60-K348118,Honda,SH Mode,active
500,user_01404,motorbike,62-H698297,Honda,Air Blade,active
501,user_01405,motorbike,61-S601134,SYM,Attila,active
502,user_01406,motorbike,63-X852040,SYM,Elizabeth,active
503,user_01407,motorbike,60-A855364,Honda,Vision,active
504,user_01408,motorbike,54-F574719,SYM,Galaxy,active
505,user_01409,motorbike,54-Y692097,SYM,Elizabeth,active
506,user_01411,motorbike,63-D382722,SYM,Attila,active
507,user_01412,car,15-Q449564,Mazda,Mazda6,active
508,user_01416,motorbike,54-J225245,SYM,Attila,active
509,user_01417,motorbike,62-I332800,Honda,Winner X,active
510,user_01421,motorbike,59-G108035,Honda,Air Blade,active
511,user_01425,motorbike,61-W425732,Honda,Air Blade,active
512,user_01427,motorbike,63-G149561,Yamaha,Sirius,active
513,user_01432,motorbike,62-K552434,Yamaha,Grande,active
514,user_01435,motorbike,54-B008923,Yamaha,Sirius,active
515,user_01442,motorbike,59-G530875,Honda,Vision,active
516,user_01443,motorbike,63-O171363,Yamaha,Grande,active
517,user_01446,motorbike,63-R399937,SYM,Elizabeth,active
518,user_01451,motorbike,15-X385630,SYM,Elizabeth,active
519,user_01452,motorbike,62-G301899,SYM,Galaxy,active
520,user_01453,motorbike,59-C408362,Honda,Winner X,active
521,user_01457,motorbike,61-T487911,Honda,SH Mode,active
522,user_01459,motorbike,63-D147976,SYM,Galaxy,active
523,user_01462,motorbike,59-O563435,SYM,Attila,active
524,user_01463,motorbike,15-K226616,Yamaha,Nouvo,active
525,user_01464,motorbike,61-B193738,Honda,Winner X,active
526,user_01465,motorbike,60-J429964,SYM,Galaxy,active
527,user_01467,motorbike,59-I252365,Yamaha,Grande,active
528,user_01469,motorbike,61-C486311,Yamaha,Exciter,active
529,user_01470,motorbike,59-W096464,Honda,Future Neo,active
530,user_01471,car,54-R084314,Kia,Morning,active
531,user_01481,motorbike,60-M593458,SYM,Galaxy,active
532,user_01483,motorbike,62-S360350,SYM,Attila,active
533,user_01484,motorbike,60-S293689,SYM,Galaxy,active
534,user_01486,motorbike,54-D373985,Honda,Wave Alpha,active
535,user_01487,car,62-H120478,Kia,Cerato,active
536,user_01490,motorbike,54-F530630,Honda,Winner X,active
537,user_01491,motorbike,60-Z211361,SYM,Attila,active
538,user_01495,motorbike,15-T972819,SYM,Attila,active
539,user_01496,motorbike,62-H763290,SYM,Elizabeth,active
540,user_01497,motorbike,54-U911894,Honda,Wave Alpha,active
541,user_01500,motorbike,61-F376827,Honda,Vision,active
542,user_01501,motorbike,59-I619643,SYM,Attila,active
543,user_01502,motorbike,54-A824112,Yamaha,Janus,active
544,user_01505,motorbike,61-E502743,SYM,Elizabeth,active
545,user_01506,motorbike,59-E306432,Yamaha,Exciter,active
546,user_01508,motorbike,15-P190135,SYM,Galaxy,active
547,user_01510,car,54-C927708,Mazda,CX-5,active
548,user_01515,car,59-Y469488,Toyota,Fortuner,active
549,user_01516,motorbike,62-U728852,Yamaha,Grande,active
550,user_01522,motorbike,63-X045983,Yamaha,Nouvo,active
551,user_01530,motorbike,63-P061074,Yamaha,Nouvo,active
552,user_01532,car,62-K802238,Hyundai,Accent,active
553,user_01533,motorbike,62-Q039343,Yamaha,Nouvo,active
554,user_01535,motorbike,63-I035782,Honda,Future Neo,active
555,user_01536,motorbike,15-P232905,Honda,SH Mode,active
556,user_01537,motorbike,60-N163093,SYM,Elizabeth,active
557,user_01538,motorbike,63-V962077,SYM,Galaxy,active
558,user_01541,car,60-B591380,Kia,Sportage,active
559,user_01544,motorbike,61-W341020,Honda,Wave Alpha,active
560,user_01547,motorbike,15-F805520,SYM,Attila,active
561,user_01548,motorbike,59-X845824,SYM,Galaxy,active
562,user_01550,motorbike,62-W811156,SYM,Galaxy,active
563,user_01553,motorbike,59-G150949,Honda,Air Blade,active
564,user_01554,motorbike,15-V284673,Yamaha,Sirius,active
565,user_01562,motorbike,59-O220583,SYM,Galaxy,active
566,user_01563,motorbike,62-B843293,SYM,Elizabeth,active
567,user_01564,motorbike,63-N030179,SYM,Galaxy,active
568,user_01565,motorbike,61-A418058,SYM,Elizabeth,active
569,user_01569,motorbike,62-U973072,Yamaha,Nouvo,active
570,user_01570,motorbike,15-J076154,Yamaha,Sirius,active
571,user_01572,motorbike,61-V008423,Yamaha,Exciter,active
572,user_01575,motorbike,62-A524099,Honda,Air Blade,active
573,user_01577,motorbike,15-A028155,SYM,Attila,active
574,user_01578,motorbike,54-F753607,SYM,Angel,active
575,user_01579,motorbike,63-T149011,SYM,Elizabeth,active
576,user_01580,motorbike,54-V936792,SYM,Attila,active
577,user_01584,motorbike,63-X139806,SYM,Galaxy,active
578,user_01589,motorbike,54-R799955,Honda,Air Blade,active
579,user_01590,car,60-H167994,Honda,Civic,active
580,user_01593,motorbike,54-R180739,Honda,Future Neo,active
581,user_01595,motorbike,61-B556955,Honda,Vision,active
582,user_01605,motorbike,15-Y550097,Honda,Wave Alpha,active
583,user_01607,motorbike,60-G081323,Yamaha,Exciter,active
584,user_01608,motorbike,61-B260507,Honda,Winner X,active
585,user_01613,motorbike,54-L567911,Yamaha,Grande,active
586,user_01615,motorbike,60-T074511,Honda,Winner X,active
587,user_01616,motorbike,62-F863132,SYM,Angel,active
588,user_01621,motorbike,15-T772902,Honda,Air Blade,active
589,user_01624,car,54-E865922,Toyota,Altis,active
590,user_01627,car,59-R283067,Mazda,CX-8,active
591,user_01630,motorbike,63-E848220,Honda,Vision,active
592,user_01634,motorbike,61-I873490,SYM,Galaxy,active
593,user_01636,car,59-X116548,Kia,Sorento,active
594,user_01639,motorbike,62-H467363,Honda,Vision,active
595,user_01640,motorbike,63-L136959,Yamaha,Exciter,active
596,user_01646,motorbike,60-X437741,Honda,Future Neo,active
597,user_01650,motorbike,61-M993793,SYM,Galaxy,active
598,user_01651,motorbike,60-X354866,Honda,Wave Alpha,active
599,user_01652,motorbike,61-D560235,Yamaha,Nouvo,active
600,user_01654,motorbike,63-L021165,SYM,Attila,active
601,user_01655,motorbike,61-O044592,Honda,Wave Alpha,active
602,user_01656,motorbike,15-K152536,SYM,Attila,active
603,user_01658,motorbike,15-J943800,Honda,Future Neo,active
604,user_01661,motorbike,61-P532106,Yamaha,Sirius,active
605,user_01662,car,63-I883978,Toyota,Innova,active
606,user_01663,motorbike,54-L807794,Yamaha,Nouvo,active
607,user_01669,car,60-H881800,Kia,Sportage,active
608,user_01672,motorbike,60-B883186,SYM,Angel,active
609,user_01673,motorbike,61-M419217,Honda,SH Mode,active
610,user_01675,motorbike,15-Z139380,SYM,Elizabeth,active
611,user_01677,motorbike,15-B689056,Yamaha,Sirius,active
612,user_01681,motorbike,61-Q205407,Honda,Vision,active
613,user_01683,motorbike,63-X455371,Honda,Vision,active
614,user_01692,motorbike,62-E945949,Yamaha,Grande,active
615,user_01693,motorbike,60-N787492,SYM,Angel,active
616,user_01694,car,62-A253386,Toyota,Altis,active
617,user_01696,car,63-I522135,Hyundai,Accent,active
618,user_01701,car,15-H892938,Hyundai,Accent,active
619,user_01704,motorbike,59-B853013,SYM,Attila,active
620,user_01709,motorbike,54-G330220,Honda,Wave Alpha,active
621,user_01711,motorbike,63-L003133,Honda,SH Mode,active
622,user_01713,motorbike,59-J474878,SYM,Angel,active
623,user_01721,motorbike,59-I761606,Yamaha,Grande,active
624,user_01722,car,63-Z311213,Kia,Morning,active
625,user_01723,motorbike,62-D566604,Honda,Air Blade,active
626,user_01726,motorbike,61-A630586,Honda,Winner X,active
627,user_01729,motorbike,60-S042435,Yamaha,Grande,active
628,user_01730,motorbike,54-C008322,SYM,Angel,active
629,user_01731,motorbike,61-R474536,SYM,Attila,active
630,user_01735,motorbike,63-R707839,SYM,Attila,active
631,user_01742,motorbike,63-S535125,Honda,SH Mode,active
632,user_01745,motorbike,54-D147790,Yamaha,Nouvo,active
633,user_01748,motorbike,54-R942199,Honda,Air Blade,active
634,user_01750,motorbike,54-R278363,SYM,Galaxy,active
635,user_01752,car,59-W581297,Honda,City,active
636,user_01755,motorbike,61-A641899,SYM,Attila,active
637,user_01759,motorbike,62-X396979,Honda,Future Neo,active
638,user_01760,motorbike,15-S110101,Yamaha,Janus,active
639,user_01761,motorbike,60-G451630,Yamaha,Grande,active
640,user_01762,motorbike,59-I870891,Honda,Winner X,active
641,user_01763,motorbike,15-I384170,Honda,SH Mode,active
642,user_01767,motorbike,54-G235402,Honda,SH Mode,active
643,user_01768,motorbike,60-V493992,Honda,Winner X,active
644,user_01772,motorbike,63-W083231,SYM,Attila,active
645,user_01774,motorbike,62-B600794,Yamaha,Janus,active
646,user_01776,motorbike,59-E415082,SYM,Attila,active
647,user_01777,motorbike,54-Y059888,Honda,Winner X,active
648,user_01778,motorbike,60-H055161,Yamaha,Exciter,active
649,user_01780,car,54-I081933,Hyundai,Accent,active
650,user_01789,car,62-O863070,Honda,Civic,active
651,user_01792,motorbike,63-V263752,Yamaha,Janus,active
652,user_01799,motorbike,62-T531118,SYM,Elizabeth,active
653,user_01801,motorbike,62-U885117,Honda,Wave Alpha,active
654,user_01805,car,15-S305435,Mazda,Mazda6,active
655,user_01806,motorbike,60-X218231,Yamaha,Sirius,active
656,user_01811,motorbike,62-H848764,Honda,Vision,active
657,user_01812,motorbike,59-G319529,SYM,Elizabeth,active
658,user_01814,motorbike,63-G019384,Honda,Wave Alpha,active
659,user_01815,car,60-E161495,Mazda,Mazda6,active
660,user_01818,car,61-E239500,Honda,CR-V,active
661,user_01820,motorbike,63-X286318,Yamaha,Grande,active
662,user_01842,motorbike,59-N057133,SYM,Elizabeth,active
663,user_01843,motorbike,54-Y269886,SYM,Attila,active
664,user_01849,motorbike,60-C552237,Yamaha,Exciter,active
665,user_01852,motorbike,54-D935913,Honda,Future Neo,active
666,user_01854,motorbike,15-V066365,Honda,Vision,active
667,user_01865,motorbike,54-O765113,Yamaha,Grande,active
668,user_01867,motorbike,62-Y500967,SYM,Attila,active
669,user_01869,motorbike,59-I598730,Yamaha,Exciter,active
670,user_01872,motorbike,59-P872213,Yamaha,Exciter,active
671,user_01873,car,59-W537806,Mazda,CX-8,active
672,user_01874,motorbike,15-M852242,SYM,Galaxy,active
673,user_01875,motorbike,63-L784902,Honda,Air Blade,active
674,user_01877,motorbike,15-X068649,Honda,Vision,active
675,user_01879,motorbike,62-Z456519,Yamaha,Exciter,active
676,user_01880,motorbike,62-K239157,Honda,Winner X,active
677,user_01881,motorbike,62-D299255,Honda,Winner X,active
678,user_01882,motorbike,54-F947284,Honda,Winner X,active
679,user_01883,motorbike,15-R952475,SYM,Galaxy,active
680,user_01884,motorbike,15-Z048799,SYM,Angel,active
681,user_01889,motorbike,61-U206430,Honda,Air Blade,active
682,user_01891,motorbike,62-I382691,SYM,Galaxy,active
683,user_01892,car,54-V090904,Kia,Sportage,active
684,user_01895,motorbike,15-Y277784,Honda,Winner X,active
685,user_01899,motorbike,62-A658116,Yamaha,Nouvo,active
686,user_01903,motorbike,63-W986833,SYM,Elizabeth,active
687,user_01904,motorbike,62-D375265,Honda,Wave Alpha,active
688,user_01908,motorbike,63-W535683,SYM,Attila,active
689,user_01911,motorbike,54-Z907970,Honda,Future Neo,active
690,user_01914,motorbike,54-Q434628,Honda,Air Blade,active
691,user_01915,motorbike,60-W671181,Yamaha,Janus,active
692,user_01916,motorbike,15-P439633,SYM,Galaxy,active
693,user_01917,motorbike,60-W446541,Yamaha,Janus,active
694,user_01918,motorbike,54-F346227,Honda,Future Neo,active
695,user_01922,motorbike,62-Y707294,Honda,Air Blade,active
696,user_01923,motorbike,61-F934095,SYM,Elizabeth,active
697,user_01924,motorbike,62-L135546,Honda,Winner X,active
698,user_01928,motorbike,54-O058525,Yamaha,Nouvo,active
699,user_01929,motorbike,54-G286877,Yamaha,Sirius,active
700,user_01934,motorbike,59-V344562,Yamaha,Janus,active
701,user_01936,motorbike,59-L886014,Yamaha,Sirius,active
702,user_01939,motorbike,15-U341364,Yamaha,Grande,active
703,user_01940,motorbike,60-O044976,SYM,Elizabeth,active
704,user_01942,motorbike,59-J405386,SYM,Galaxy,active
705,user_01943,motorbike,61-T200041,Honda,Vision,active
706,user_01945,car,54-O392281,Kia,Morning,active
707,user_01946,motorbike,60-O711816,Honda,Air Blade,active
708,user_01950,motorbike,59-G484853,SYM,Galaxy,active
709,user_01953,motorbike,62-B192160,Yamaha,Janus,active
710,user_01955,motorbike,62-R851548,Yamaha,Sirius,active
711,user_01956,motorbike,63-F962733,SYM,Galaxy,active
712,user_01959,motorbike,63-Y877045,SYM,Elizabeth,active
713,user_01963,motorbike,62-M910443,SYM,Angel,active
714,user_01966,motorbike,54-G053676,Honda,SH Mode,active
715,user_01967,car,59-C121024,Hyundai,Santa Fe,active
716,user_01971,motorbike,63-I023451,Honda,Winner X,active
717,user_01972,motorbike,63-M067773,SYM,Attila,active
718,user_01978,motorbike,60-K244604,Honda,Wave Alpha,active
719,user_01981,motorbike,63-Z277875,Yamaha,Grande,active
720,user_01984,motorbike,15-L540489,SYM,Angel,active
721,user_01987,motorbike,15-G797365,Yamaha,Nouvo,active
722,user_01990,motorbike,60-R524369,Yamaha,Exciter,active
723,user_01992,motorbike,63-X239236,SYM,Angel,active
724,user_01993,motorbike,60-T807530,Yamaha,Exciter,active
725,user_01994,motorbike,54-Q958984,Yamaha,Grande,active
726,user_01996,motorbike,61-K490785,SYM,Elizabeth,active
727,user_01997,motorbike,60-G091436,Honda,Air Blade,active
728,user_02002,motorbike,15-B791211,Yamaha,Janus,active
729,user_02003,motorbike,61-Y964445,Honda,Air Blade,active
730,user_02004,motorbike,63-O222888,SYM,Elizabeth,active
731,user_02005,motorbike,59-U621192,SYM,Elizabeth,active
732,user_02006,motorbike,54-Q218511,Honda,Wave Alpha,active
733,user_02007,motorbike,62-Q927403,SYM,Angel,active
734,user_02008,motorbike,54-Q508279,Honda,SH Mode,active
735,user_02010,motorbike,15-R750304,SYM,Angel,active
736,user_02015,motorbike,59-R654375,Honda,Wave Alpha,active
737,user_02017,motorbike,15-L485923,Yamaha,Exciter,active
738,user_02021,motorbike,61-Z662401,SYM,Galaxy,active
739,user_02023,motorbike,62-P803000,Yamaha,Sirius,active
740,user_02027,motorbike,60-R817286,SYM,Elizabeth,active
741,user_02028,motorbike,60-U213121,Honda,SH Mode,active
742,user_02029,motorbike,61-X268002,Honda,Future Neo,active
743,user_02030,motorbike,59-Q419833,Yamaha,Exciter,active
744,user_02033,motorbike,60-D788122,Yamaha,Sirius,active
745,user_02034,motorbike,61-W005818,Honda,Vision,active
746,user_02035,car,60-B356836,Mazda,Mazda3,active
747,user_02042,motorbike,61-D361270,Yamaha,Nouvo,active
748,user_02043,motorbike,62-O477629,Yamaha,Sirius,active
749,user_02045,motorbike,63-H058760,Honda,Vision,active
750,user_02046,motorbike,63-M466488,Honda,Winner X,active
751,user_02048,motorbike,54-M101246,Honda,SH Mode,active
752,user_02050,motorbike,61-P802792,Honda,Future Neo,active
753,user_02056,motorbike,54-X956218,SYM,Elizabeth,active
754,user_02057,motorbike,59-O099573,SYM,Galaxy,active
755,user_02068,motorbike,60-C133597,Yamaha,Nouvo,active
756,user_02071,motorbike,60-J766194,Yamaha,Grande,active
757,user_02075,car,63-C356102,Mazda,CX-8,active
758,user_02076,motorbike,63-W338065,Honda,Air Blade,active
759,user_02082,motorbike,63-N801950,SYM,Angel,active
760,user_02083,car,54-S219143,Kia,Sorento,active
761,user_02088,motorbike,15-D238518,SYM,Galaxy,active
762,user_02095,motorbike,60-B755227,Yamaha,Sirius,active
763,user_02098,motorbike,62-R043831,Yamaha,Sirius,active
764,user_02099,motorbike,60-T353422,Honda,Air Blade,active
765,user_02100,motorbike,62-T051374,Honda,Winner X,active
766,user_02107,motorbike,15-J817053,Honda,Winner X,active
767,user_02111,motorbike,61-B780402,Honda,Winner X,active
768,user_02114,motorbike,15-F953828,SYM,Attila,active
769,user_02115,motorbike,15-F441183,Yamaha,Exciter,active
770,user_02118,motorbike,60-X109620,SYM,Angel,active
771,user_02123,car,63-E450796,Mazda,Mazda3,active
772,user_02126,motorbike,59-F119518,SYM,Galaxy,active
773,user_02133,motorbike,63-J506584,Honda,SH Mode,active
774,user_02134,motorbike,15-C081399,Yamaha,Nouvo,active
775,user_02141,motorbike,63-N206218,Honda,Vision,active
776,user_02145,motorbike,54-B198819,Honda,Wave Alpha,active
777,user_02146,motorbike,61-R291747,Yamaha,Janus,active
778,user_02147,motorbike,54-J271938,Yamaha,Exciter,active
779,user_02148,motorbike,60-J688738,SYM,Elizabeth,active
780,user_02154,car,62-I774772,Honda,Accord,active
781,user_02155,motorbike,60-V659334,Yamaha,Exciter,active
782,user_02156,motorbike,60-F991099,SYM,Galaxy,active
783,user_02157,motorbike,63-S972691,Yamaha,Grande,active
784,user_02159,motorbike,62-X799635,Yamaha,Nouvo,active
785,user_02163,motorbike,60-J734153,Yamaha,Grande,active
786,user_02165,motorbike,59-L458460,Yamaha,Exciter,active
787,user_02181,motorbike,15-B510995,Honda,SH Mode,active
788,user_02184,motorbike,63-N915990,Honda,Winner X,active
789,user_02186,motorbike,61-C982455,Honda,Future Neo,active
790,user_02187,motorbike,15-G645020,Honda,Future Neo,active
791,user_02188,motorbike,61-Z821052,Yamaha,Sirius,active
792,user_02189,motorbike,15-A756859,Yamaha,Grande,active
793,user_02190,motorbike,54-T474269,Honda,Future Neo,active
794,user_02192,motorbike,62-S831942,Yamaha,Grande,active
795,user_02194,motorbike,61-S711097,Honda,Wave Alpha,active
796,user_02195,motorbike,63-X300044,Honda,SH Mode,active
797,user_02199,motorbike,62-F733978,Yamaha,Exciter,active
798,user_02200,motorbike,15-Y047090,SYM,Galaxy,active
799,user_02204,motorbike,63-F585214,SYM,Attila,active
800,user_02209,motorbike,15-A878618,SYM,Angel,active
801,user_02210,motorbike,59-J062517,Yamaha,Sirius,active
802,user_02213,motorbike,54-F850686,SYM,Galaxy,active
803,user_02215,motorbike,59-S307574,Yamaha,Sirius,active
804,user_02217,motorbike,63-Z516991,SYM,Angel,active
805,user_02220,motorbike,63-B225409,SYM,Attila,active
806,user_02224,motorbike,61-J847543,Yamaha,Nouvo,active
807,user_02225,motorbike,63-T066979,Honda,Vision,active
808,user_02229,car,60-J964034,Kia,Sportage,active
809,user_02234,motorbike,62-R877492,Yamaha,Exciter,active
810,user_02238,motorbike,63-G661161,Honda,Air Blade,active
811,user_02239,motorbike,60-V878515,Honda,Air Blade,active
812,user_02240,car,59-V504261,Kia,Sportage,active
813,user_02242,motorbike,63-V710770,Yamaha,Grande,active
814,user_02243,motorbike,60-G461695,SYM,Elizabeth,active
815,user_02247,motorbike,15-F323452,Yamaha,Exciter,active
816,user_02256,car,60-S770206,Toyota,Altis,active
817,user_02259,motorbike,60-N273947,SYM,Attila,active
818,user_02261,motorbike,61-W580692,SYM,Angel,active
819,user_02264,car,62-A461107,Hyundai,Accent,active
820,user_02268,motorbike,59-S346520,Yamaha,Grande,active
821,user_02269,motorbike,61-H361935,Honda,Air Blade,active
822,user_02275,motorbike,59-T551936,Honda,SH Mode,active
823,user_02277,motorbike,61-X029331,Yamaha,Janus,active
824,user_02278,motorbike,60-M099459,SYM,Elizabeth,active
825,user_02288,motorbike,54-P435725,Honda,Vision,active
826,user_02291,motorbike,61-Q218525,Honda,Winner X,active
827,user_02298,motorbike,15-V900951,SYM,Elizabeth,active
828,user_02301,motorbike,62-T741462,Honda,Future Neo,active
829,user_02302,motorbike,59-X744741,SYM,Angel,active
830,user_02304,car,54-J662503,Honda,Civic,active
831,user_02305,motorbike,61-Z109515,SYM,Angel,active
832,user_02306,motorbike,60-H886758,Yamaha,Sirius,active
833,user_02307,motorbike,63-Q823159,SYM,Galaxy,active
834,user_02320,car,62-A845251,Hyundai,Elantra,active
835,user_02326,motorbike,63-O626911,Honda,SH Mode,active
836,user_02327,motorbike,15-C504594,SYM,Elizabeth,active
837,user_02328,car,62-Q771083,Honda,City,active
838,user_02329,motorbike,54-G890777,SYM,Galaxy,active
839,user_02332,motorbike,59-G165155,SYM,Galaxy,active
840,user_02334,motorbike,15-W494903,Honda,Future Neo,active
841,user_02336,motorbike,15-T105675,SYM,Angel,active
842,user_02339,car,15-T800581,Mazda,Mazda3,active
843,user_02340,motorbike,63-W864803,SYM,Galaxy,active
844,user_02343,car,54-R867610,Kia,Sorento,active
845,user_02345,motorbike,60-O769358,SYM,Elizabeth,active
846,user_02346,car,54-O408101,Honda,CR-V,active
847,user_02347,motorbike,15-R354795,Yamaha,Grande,active
848,user_02348,motorbike,62-D316326,Honda,Vision,active
849,user_02350,motorbike,61-X368359,Honda,Wave Alpha,active
850,user_02359,motorbike,63-S015057,Honda,Air Blade,active
851,user_02362,motorbike,62-C360906,Yamaha,Grande,active
852,user_02363,car,59-D728441,Honda,Accord,active
853,user_02366,motorbike,54-A456392,Honda,Vision,active
854,user_02372,motorbike,60-E338939,SYM,Attila,active
855,user_02374,car,54-T050939,Honda,CR-V,active
856,user_02376,car,62-V615162,Honda,Accord,active
857,user_02379,motorbike,59-S844230,Yamaha,Nouvo,active
858,user_02381,motorbike,61-G200433,SYM,Elizabeth,active
859,user_02382,car,61-A990700,Mazda,CX-5,active
860,user_02384,motorbike,15-M705148,SYM,Galaxy,active
861,user_02387,motorbike,15-X959333,Honda,Vision,active
862,user_02388,motorbike,63-E133574,Yamaha,Exciter,active
863,user_02389,motorbike,59-N970457,SYM,Elizabeth,active
864,user_02396,car,61-Y876423,Toyota,Fortuner,active
865,user_02397,motorbike,60-Z722994,Honda,Winner X,active
866,user_02399,motorbike,61-A379537,Honda,Vision,active
867,user_02403,motorbike,63-E099523,Yamaha,Nouvo,active
868,user_02404,motorbike,59-V504824,Yamaha,Nouvo,active
869,user_02406,motorbike,62-D617994,SYM,Galaxy,active
870,user_02410,motorbike,15-X466755,Honda,Wave Alpha,active
871,user_02411,motorbike,60-N409296,Honda,Future Neo,active
872,user_02412,motorbike,54-U566309,Honda,Vision,active
873,user_02417,motorbike,61-G512809,Yamaha,Exciter,active
874,user_02424,motorbike,61-G045154,Honda,Vision,active
875,user_02427,car,61-A662038,Hyundai,Santa Fe,active
876,user_02428,motorbike,54-N512311,Yamaha,Sirius,active
877,user_02429,motorbike,63-O550954,Honda,SH Mode,active
878,user_02434,motorbike,63-Z464388,Yamaha,Nouvo,active
879,user_02436,motorbike,62-T122023,SYM,Angel,active
880,user_02439,motorbike,63-Z299013,Yamaha,Exciter,active
881,user_02440,car,61-E701232,Hyundai,Tucson,active
882,user_02442,motorbike,59-J440411,Honda,SH Mode,active
883,user_02445,motorbike,54-R663527,SYM,Elizabeth,active
884,user_02447,motorbike,15-S771662,Yamaha,Grande,active
885,user_02450,motorbike,54-X281435,Yamaha,Exciter,active
886,user_02454,motorbike,63-I869324,SYM,Galaxy,active
887,user_02456,car,63-S339111,Toyota,Vios,active
888,user_02457,car,15-G688716,Honda,CR-V,active
889,user_02461,motorbike,62-Q496876,Honda,Wave Alpha,active
890,user_02462,motorbike,61-K803985,SYM,Attila,active
891,user_02463,motorbike,61-F716848,SYM,Attila,active
892,user_02464,motorbike,60-L740046,Honda,Winner X,active
893,user_02465,motorbike,63-M469415,SYM,Galaxy,active
894,user_02466,motorbike,60-U267026,Yamaha,Nouvo,active
895,user_02470,motorbike,63-K306294,Honda,Air Blade,active
896,user_02472,car,61-V682886,Hyundai,Accent,active
897,user_02473,motorbike,62-A971723,SYM,Galaxy,active
898,user_02480,motorbike,15-Y774315,Honda,Vision,active
899,user_02483,motorbike,63-D226143,Honda,Future Neo,active
900,user_02485,motorbike,59-E174702,Honda,Future Neo,active
901,user_02491,motorbike,15-D020092,Honda,Winner X,active
902,user_02493,motorbike,62-Q866579,Honda,Future Neo,active
903,user_02496,motorbike,63-L169767,Yamaha,Sirius,active
904,user_02498,motorbike,54-T038042,Yamaha,Sirius,active
905,user_02500,motorbike,62-H599905,Honda,Winner X,active
906,user_02501,motorbike,63-P914534,Honda,Winner X,active
907,user_02504,car,61-T928048,Mazda,CX-8,active
908,user_02509,motorbike,15-G049318,Honda,SH Mode,active
909,user_02514,motorbike,54-L151144,Yamaha,Grande,active
910,user_02517,motorbike,62-T790318,Honda,Winner X,active
911,user_02518,motorbike,60-Y997709,Honda,Vision,active
912,user_02519,motorbike,60-Z778534,Honda,Vision,active
913,user_02520,motorbike,61-F405918,Yamaha,Janus,active
914,user_02522,car,62-X786792,Toyota,Fortuner,active
915,user_02527,motorbike,62-P861660,Yamaha,Janus,active
916,user_02530,motorbike,54-U714156,SYM,Galaxy,active
917,user_02532,car,54-W832250,Kia,Cerato,active
918,user_02535,motorbike,54-H263873,SYM,Galaxy,active
919,user_02538,motorbike,54-B105821,Yamaha,Janus,active
920,user_02540,motorbike,59-A506159,SYM,Attila,active
921,user_02542,motorbike,63-V420216,Honda,Wave Alpha,active
922,user_02544,motorbike,60-E191772,SYM,Galaxy,active
923,user_02545,motorbike,63-L230382,Yamaha,Janus,active
924,user_02548,motorbike,63-B413005,SYM,Galaxy,active
925,user_02551,motorbike,61-N828713,Yamaha,Sirius,active
926,user_02552,motorbike,62-S220471,SYM,Angel,active
927,user_02553,motorbike,60-Y802347,Yamaha,Grande,active
928,user_02555,car,15-G884876,Hyundai,Accent,active
929,user_02556,motorbike,15-G201169,SYM,Galaxy,active
930,user_02558,motorbike,60-R603822,Honda,Air Blade,active
931,user_02560,car,61-E175171,Honda,City,active
932,user_02561,motorbike,63-I930811,Yamaha,Grande,active
933,user_02563,motorbike,59-B596347,Honda,Air Blade,active
934,user_02569,motorbike,61-J227947,Honda,Wave Alpha,active
935,user_02573,motorbike,63-V663825,SYM,Attila,active
936,user_02576,motorbike,62-A208285,Honda,Vision,active
937,user_02577,motorbike,62-I459349,Yamaha,Grande,active
938,user_02579,motorbike,62-W493934,Honda,Air Blade,active
939,user_02580,motorbike,54-A722493,Yamaha,Exciter,active
940,user_02583,motorbike,63-Y301216,SYM,Galaxy,active
941,user_02589,motorbike,60-T455716,SYM,Attila,active
942,user_02590,motorbike,59-D469167,Yamaha,Janus,active
943,user_02594,car,15-X351103,Hyundai,Santa Fe,active
944,user_02596,motorbike,62-N863851,Yamaha,Janus,active
945,user_02602,motorbike,15-U969639,SYM,Elizabeth,active
