driver_id,driver_lat,driver_lng,driver_status,timestamp
1770,10.7335,106.73901,on_trip,2025-12-26 22:25:56
1771,10.84539,106.71274,available,2025-12-26 22:25:56
1772,10.82586,106.71563,available,2025-12-26 22:25:56
1773,10.83126,106.65835,available,2025-12-26 22:25:56
1774,10.75736,106.6165,available,2025-12-26 22:25:56
1775,10.87029,106.65557,offline,2025-12-26 22:25:56
1776,10.82316,106.65504,on_trip,2025-12-26 22:25:56
1777,10.70284,106.62231,offline,2025-12-26 22:25:56
1778,10.88203,106.74779,no_available,2025-12-26 22:25:56
1779,10.77395,106.63508,offline,2025-12-26 22:25:56
1780,10.79698,106.75987,available,2025-12-26 22:25:56
1781,10.76857,106.61688,offline,2025-12-26 22:25:56
1782,10.81911,106.76434,no_available,2025-12-26 22:25:56
1783,10.85055,106.68259,no_available,2025-12-26 22:25:56
1784,10.74759,106.68804,offline,2025-12-26 22:25:56
1785,10.74217,106.74687,on_trip,2025-12-26 22:25:56
1786,10.71087,106.65288,available,2025-12-26 22:25:56
1787,10.7105,106.6928,no_available,2025-12-26 22:25:56
1788,10.76027,106.74923,offline,2025-12-26 22:25:56
1789,10.77596,106.74112,no_available,2025-12-26 22:25:56
1790,10.75253,106.70609,no_available,2025-12-26 22:25:56
1791,10.70237,106.78544,no_available,2025-12-26 22:25:56
1792,10.7764,106.66314,available,2025-12-26 22:25:56
1793,10.71947,106.70626,on_trip,2025-12-26 22:25:56
1794,10.89124,106.68636,on_trip,2025-12-26 22:25:56
1795,10.76699,106.65342,available,2025-12-26 22:25:56
1796,10.75107,106.71684,no_available,2025-12-26 22:25:56
1797,10.85463,106.74982,offline,2025-12-26 22:25:56
1798,10.80399,106.73554,offline,2025-12-26 22:25:56
1799,10.76265,106.60212,available,2025-12-26 22:25:56
1800,10.86634,106.60239,available,2025-12-26 22:25:56
1801,10.80505,106.7371,on_trip,2025-12-26 22:25:56
1802,10.74388,106.65666,offline,2025-12-26 22:25:56
1803,10.70681,106.72388,available,2025-12-26 22:25:56
1804,10.8877,106.73132,offline,2025-12-26 22:25:56
1805,10.8901,106.72762,available,2025-12-26 22:25:56
1806,10.71728,106.72094,no_available,2025-12-26 22:25:56
1807,10.83128,106.77998,offline,2025-12-26 22:25:56
1808,10.8792,106.73913,on_trip,2025-12-26 22:25:56
1809,10.75891,106.7321,available,2025-12-26 22:25:56
1810,10.82776,106.78454,on_trip,2025-12-26 22:25:56
1811,10.85387,106.73844,on_trip,2025-12-26 22:25:56
1812,10.75147,106.75615,on_trip,2025-12-26 22:25:56
1813,10.85542,106.67656,on_trip,2025-12-26 22:25:56
1814,10.89919,106.65165,on_trip,2025-12-26 22:25:56
1815,10.73559,106.61388,offline,2025-12-26 22:25:56
1816,10.82206,106.63569,no_available,2025-12-26 22:25:56
1817,10.72169,106.70813,no_available,2025-12-26 22:25:56
1818,10.74368,106.72867,no_available,2025-12-26 22:25:56
1819,10.84308,106.62066,available,2025-12-26 22:25:56
1820,10.71408,106.74551,no_available,2025-12-26 22:25:56
1821,10.70375,106.69954,available,2025-12-26 22:25:56
1822,10.88658,106.73292,on_trip,2025-12-26 22:25:56
1823,10.73032,106.66597,no_available,2025-12-26 22:25:56
1824,10.81493,106.70308,no_available,2025-12-26 22:25:56
1825,10.79563,106.68078,available,2025-12-26 22:25:56
1826,10.80803,106.60066,no_available,2025-12-26 22:25:56
1827,10.72424,106.70706,on_trip,2025-12-26 22:25:56
1828,10.76669,106.66057,available,2025-12-26 22:25:56
1829,10.82645,106.79176,available,2025-12-26 22:25:56
1830,10.77307,106.77067,on_trip,2025-12-26 22:25:56
1831,10.71609,106.69193,on_trip,2025-12-26 22:25:56
1832,10.82956,106.63532,available,2025-12-26 22:25:56
1833,10.8935,106.73215,on_trip,2025-12-26 22:25:56
1834,10.83918,106.77929,on_trip,2025-12-26 22:25:56
1835,10.7973,106.77704,no_available,2025-12-26 22:25:56
1836,10.84706,106.62799,offline,2025-12-26 22:25:56
1837,10.70507,106.79928,offline,2025-12-26 22:25:56
1838,10.79785,106.6126,on_trip,2025-12-26 22:25:56
1839,10.79994,106.79299,no_available,2025-12-26 22:25:56
1840,10.89331,106.60328,on_trip,2025-12-26 22:25:56
1841,10.71121,106.75756,available,2025-12-26 22:25:56
1842,10.7811,106.64234,no_available,2025-12-26 22:25:56
1843,10.88802,106.77404,offline,2025-12-26 22:25:56
1844,10.84821,106.6466,available,2025-12-26 22:25:56
1845,10.70738,106.62832,available,2025-12-26 22:25:56
1846,10.79424,106.7836,available,2025-12-26 22:25:56
1847,10.74854,106.72976,available,2025-12-26 22:25:56
1848,10.73445,106.60999,on_trip,2025-12-26 22:25:56
1849,10.86415,106.61946,offline,2025-12-26 22:25:56
1850,10.86707,106.61279,available,2025-12-26 22:25:56
1851,10.72284,106.719,offline,2025-12-26 22:25:56
1852,10.71262,106.64053,on_trip,2025-12-26 22:25:56
1853,10.8623,106.79644,no_available,2025-12-26 22:25:56
1854,10.76485,106.79517,offline,2025-12-26 22:25:56
1855,10.76432,106.79294,offline,2025-12-26 22:25:56
1856,10.85285,106.71862,on_trip,2025-12-26 22:25:56
1857,10.71264,106.65478,no_available,2025-12-26 22:25:56
1858,10.73361,106.67399,offline,2025-12-26 22:25:56
1859,10.78773,106.78514,available,2025-12-26 22:25:56
1860,10.72667,106.75821,no_available,2025-12-26 22:25:56
1861,10.85553,106.60313,no_available,2025-12-26 22:25:56
1862,10.71614,106.60144,available,2025-12-26 22:25:56
1863,10.84135,106.71875,on_trip,2025-12-26 22:25:56
1864,10.78324,106.76148,no_available,2025-12-26 22:25:56
1865,10.83847,106.64123,on_trip,2025-12-26 22:25:56
1866,10.80462,106.68241,offline,2025-12-26 22:25:56
1867,10.82211,106.60752,offline,2025-12-26 22:25:56
1868,10.84344,106.72241,available,2025-12-26 22:25:56
1869,10.82544,106.75652,on_trip,2025-12-26 22:25:56
1870,10.78376,106.71154,offline,2025-12-26 22:25:56
1871,10.7235,106.70604,available,2025-12-26 22:25:56
1872,10.82378,106.77255,offline,2025-12-26 22:25:56
1873,10.79284,106.72529,offline,2025-12-26 22:25:56
1874,10.75529,106.63874,offline,2025-12-26 22:25:56
1875,10.83705,106.79371,no_available,2025-12-26 22:25:56
1876,10.7995,106.63195,available,2025-12-26 22:25:56
1877,10.71081,106.67284,offline,2025-12-26 22:25:56
1878,10.78693,106.66686,no_available,2025-12-26 22:25:56
1879,10.70866,106.74808,offline,2025-12-26 22:25:56
1880,10.73161,106.60581,available,2025-12-26 22:25:56
1881,10.71417,106.64706,no_available,2025-12-26 22:25:56
1882,10.81854,106.66519,offline,2025-12-26 22:25:56
1883,10.84942,106.77967,offline,2025-12-26 22:25:56
1884,10.8558,106.66523,available,2025-12-26 22:25:56
1885,10.74742,106.68252,offline,2025-12-26 22:25:56
1886,10.77511,106.64413,no_available,2025-12-26 22:25:56
1887,10.81702,106.61087,no_available,2025-12-26 22:25:56
1888,10.72899,106.78558,no_available,2025-12-26 22:25:56
1889,10.73561,106.6747,no_available,2025-12-26 22:25:56
1890,10.84396,106.7264,on_trip,2025-12-26 22:25:56
1891,10.74044,106.62544,available,2025-12-26 22:25:56
1892,10.75612,106.62222,no_available,2025-12-26 22:25:56
1893,10.79172,106.63424,on_trip,2025-12-26 22:25:56
1894,10.74397,106.65903,offline,2025-12-26 22:25:56
1895,10.85791,106.7276,offline,2025-12-26 22:25:56
1896,10.81562,106.71055,offline,2025-12-26 22:25:56
1897,10.71729,106.77139,no_available,2025-12-26 22:25:56
1898,10.87244,106.64329,no_available,2025-12-26 22:25:56
1899,10.8674,106.65583,no_available,2025-12-26 22:25:56
1900,10.84724,106.64933,on_trip,2025-12-26 22:25:56
1901,10.78685,106.64448,offline,2025-12-26 22:25:56
1902,10.88275,106.77965,no_available,2025-12-26 22:25:56
1903,10.89604,106.60801,no_available,2025-12-26 22:25:56
1904,10.8467,106.70084,no_available,2025-12-26 22:25:56
1905,10.80622,106.69585,available,2025-12-26 22:25:56
1906,10.79049,106.6481,available,2025-12-26 22:25:56
1907,10.83863,106.68132,offline,2025-12-26 22:25:56
1908,10.72654,106.65916,available,2025-12-26 22:25:56
1909,10.70319,106.73381,offline,2025-12-26 22:25:56
1910,10.84066,106.77158,available,2025-12-26 22:25:56
1911,10.89528,106.69275,offline,2025-12-26 22:25:56
1912,10.87484,106.68107,on_trip,2025-12-26 22:25:56
1913,10.82536,106.74078,available,2025-12-26 22:25:56
1914,10.87208,106.61414,on_trip,2025-12-26 22:25:56
1915,10.80618,106.65932,on_trip,2025-12-26 22:25:56
1916,10.83961,106.7225,offline,2025-12-26 22:25:56
1917,10.85754,106.61619,on_trip,2025-12-26 22:25:56
1918,10.84715,106.61096,on_trip,2025-12-26 22:25:56
1919,10.8776,106.62219,on_trip,2025-12-26 22:25:56
1920,10.79307,106.60817,on_trip,2025-12-26 22:25:56
1921,10.73505,106.71176,available,2025-12-26 22:25:56
1922,10.81215,106.75472,offline,2025-12-26 22:25:56
1923,10.89625,106.64773,available,2025-12-26 22:25:56
1924,10.82981,106.74748,offline,2025-12-26 22:25:56
1925,10.85063,106.75218,on_trip,2025-12-26 22:25:56
1926,10.77054,106.65347,no_available,2025-12-26 22:25:56
1927,10.75543,106.61267,on_trip,2025-12-26 22:25:56
1928,10.79048,106.70029,available,2025-12-26 22:25:56
1929,10.79403,106.70638,on_trip,2025-12-26 22:25:56
1930,10.7904,106.67363,available,2025-12-26 22:25:56
1931,10.73767,106.7768,available,2025-12-26 22:25:56
1932,10.71603,106.77959,on_trip,2025-12-26 22:25:56
1933,10.89165,106.61539,offline,2025-12-26 22:25:56
1934,10.75519,106.73942,no_available,2025-12-26 22:25:56
1935,10.7301,106.64085,available,2025-12-26 22:25:56
1936,10.75863,106.79391,offline,2025-12-26 22:25:56
1937,10.79478,106.68403,available,2025-12-26 22:25:56
1938,10.7583,106.61259,offline,2025-12-26 22:25:56
1939,10.86699,106.70392,on_trip,2025-12-26 22:25:56
1940,10.78234,106.66856,on_trip,2025-12-26 22:25:56
1941,10.79723,106.73317,no_available,2025-12-26 22:25:56
1942,10.7916,106.71345,on_trip,2025-12-26 22:25:56
1943,10.73435,106.652,no_available,2025-12-26 22:25:56
1944,10.77438,106.65763,available,2025-12-26 22:25:56
1945,10.72967,106.65688,offline,2025-12-26 22:25:56
1946,10.82373,106.63216,on_trip,2025-12-26 22:25:56
1947,10.73646,106.63507,offline,2025-12-26 22:25:56
1948,10.73225,106.62338,on_trip,2025-12-26 22:25:56
1949,10.81491,106.68818,on_trip,2025-12-26 22:25:56
1950,10.7369,106.7125,available,2025-12-26 22:25:56
1951,10.83311,106.7956,offline,2025-12-26 22:25:56
1952,10.77458,106.70797,offline,2025-12-26 22:25:56
1953,10.80673,106.6243,available,2025-12-26 22:25:56
1954,10.78091,106.69988,offline,2025-12-26 22:25:56
1955,10.88956,106.78556,offline,2025-12-26 22:25:56
1956,10.70086,106.7477,on_trip,2025-12-26 22:25:56
1957,10.82945,106.65911,on_trip,2025-12-26 22:25:56
1958,10.89392,106.75083,offline,2025-12-26 22:25:56
1959,10.85992,106.74571,no_available,2025-12-26 22:25:56
1960,10.76774,106.62246,no_available,2025-12-26 22:25:56
1961,10.88003,106.62788,available,2025-12-26 22:25:56
1962,10.76162,106.68033,offline,2025-12-26 22:25:56
1963,10.78919,106.6185,available,2025-12-26 22:25:56
1964,10.82163,106.63903,offline,2025-12-26 22:25:56
1965,10.85626,106.75342,offline,2025-12-26 22:25:56
1966,10.70451,106.70768,no_available,2025-12-26 22:25:56
1967,10.83541,106.79152,no_available,2025-12-26 22:25:56
1968,10.73889,106.66355,available,2025-12-26 22:25:56
1969,10.88169,106.67221,offline,2025-12-26 22:25:56
1970,10.84319,106.68553,no_available,2025-12-26 22:25:56
1971,10.77457,106.65693,on_trip,2025-12-26 22:25:56
1972,10.76162,106.68912,available,2025-12-26 22:25:56
1973,10.74314,106.77756,no_available,2025-12-26 22:25:56
1974,10.86074,106.65773,no_available,2025-12-26 22:25:56
1975,10.84572,106.68284,available,2025-12-26 22:25:56
1976,10.72873,106.66065,on_trip,2025-12-26 22:25:56
1977,10.71322,106.79202,no_available,2025-12-26 22:25:56
1978,10.71769,106.68189,on_trip,2025-12-26 22:25:56
1979,10.7829,106.71116,offline,2025-12-26 22:25:56
1980,10.73985,106.76646,on_trip,2025-12-26 22:25:56
1981,10.81077,106.60845,on_trip,2025-12-26 22:25:56
1982,10.86692,106.66078,no_available,2025-12-26 22:25:56
1983,10.7449,106.75824,offline,2025-12-26 22:25:56
1984,10.75254,106.79121,no_available,2025-12-26 22:25:56
1985,10.72484,106.73318,on_trip,2025-12-26 22:25:56
1986,10.78343,106.69838,offline,2025-12-26 22:25:56
1987,10.70569,106.75294,no_available,2025-12-26 22:25:56
1988,10.89887,106.61334,on_trip,2025-12-26 22:25:56
1989,10.81621,106.71311,on_trip,2025-12-26 22:25:56
1990,10.8256,106.69521,available,2025-12-26 22:25:56
1991,10.77464,106.74659,available,2025-12-26 22:25:56
1992,10.86906,106.63257,available,2025-12-26 22:25:56
1993,10.72923,106.69221,offline,2025-12-26 22:25:56
1994,10.77148,106.61058,on_trip,2025-12-26 22:25:56
1995,10.7839,106.78242,on_trip,2025-12-26 22:25:56
1996,10.70974,106.65833,available,2025-12-26 22:25:56
1997,10.80277,106.75329,offline,2025-12-26 22:25:56
1998,10.85294,106.71975,offline,2025-12-26 22:25:56
1999,10.80874,106.77449,on_trip,2025-12-26 22:25:56
2000,10.75429,106.73959,on_trip,2025-12-26 22:25:56
2001,10.71917,106.71601,offline,2025-12-26 22:25:56
2002,10.70258,106.70363,on_trip,2025-12-26 22:25:56
2003,10.85576,106.6824,offline,2025-12-26 22:25:56
2004,10.72048,106.63091,offline,2025-12-26 22:25:56
2005,10.86631,106.75902,available,2025-12-26 22:25:56
2006,10.78347,106.78321,available,2025-12-26 22:25:56
2007,10.86377,106.78468,no_available,2025-12-26 22:25:56
2008,10.76964,106.73821,offline,2025-12-26 22:25:56
2009,10.86341,106.77795,on_trip,2025-12-26 22:25:56
2010,10.73444,106.66094,available,2025-12-26 22:25:56
2011,10.74447,106.77136,offline,2025-12-26 22:25:56
2012,10.83761,106.66149,offline,2025-12-26 22:25:56
2013,10.72604,106.61572,available,2025-12-26 22:25:56
2014,10.71555,106.75494,no_available,2025-12-26 22:25:56
2015,10.7085,106.62156,available,2025-12-26 22:25:56
2016,10.79382,106.78171,available,2025-12-26 22:25:56
2017,10.71325,106.73352,available,2025-12-26 22:25:56
2018,10.85647,106.78402,offline,2025-12-26 22:25:56
2019,10.81752,106.64,on_trip,2025-12-26 22:25:56
2020,10.70585,106.62911,on_trip,2025-12-26 22:25:56
2021,10.88976,106.66957,offline,2025-12-26 22:25:56
2022,10.87103,106.75616,offline,2025-12-26 22:25:56
2023,10.80098,106.61367,available,2025-12-26 22:25:56
2024,10.80577,106.74316,on_trip,2025-12-26 22:25:56
2025,10.73435,106.7508,available,2025-12-26 22:25:56
2026,10.89472,106.61974,offline,2025-12-26 22:25:56
2027,10.8841,106.77026,no_available,2025-12-26 22:25:56
2028,10.77329,106.71788,no_available,2025-12-26 22:25:56
2029,10.83471,106.62146,on_trip,2025-12-26 22:25:56
2030,10.89626,106.68482,offline,2025-12-26 22:25:56
2031,10.78152,106.75228,on_trip,2025-12-26 22:25:56
2032,10.72472,106.62206,offline,2025-12-26 22:25:56
2033,10.79916,106.67225,on_trip,2025-12-26 22:25:56
2034,10.81143,106.60812,on_trip,2025-12-26 22:25:56
2035,10.79874,106.67696,no_available,2025-12-26 22:25:56
2036,10.82008,106.6624,no_available,2025-12-26 22:25:56
2037,10.74517,106.68146,no_available,2025-12-26 22:25:56
2038,10.73776,106.61392,no_available,2025-12-26 22:25:56
2039,10.88782,106.67349,available,2025-12-26 22:25:56
2040,10.89974,106.69833,available,2025-12-26 22:25:56
2041,10.77927,106.70453,available,2025-12-26 22:25:56
2042,10.72384,106.67896,available,2025-12-26 22:25:56
2043,10.84829,106.77849,offline,2025-12-26 22:25:56
2044,10.71294,106.79504,on_trip,2025-12-26 22:25:56
2045,10.74005,106.76881,no_available,2025-12-26 22:25:56
2046,10.72455,106.76762,no_available,2025-12-26 22:25:56
2047,10.7557,106.7427,on_trip,2025-12-26 22:25:56
2048,10.85126,106.7602,no_available,2025-12-26 22:25:56
2049,10.77122,106.73334,no_available,2025-12-26 22:25:56
2050,10.8975,106.70228,offline,2025-12-26 22:25:56
2051,10.8536,106.62161,on_trip,2025-12-26 22:25:56
2052,10.79787,106.64616,offline,2025-12-26 22:25:56
2053,10.70594,106.74756,available,2025-12-26 22:25:56
2054,10.79963,106.60535,offline,2025-12-26 22:25:56
2055,10.77653,106.73584,offline,2025-12-26 22:25:56
2056,10.76055,106.72465,available,2025-12-26 22:25:56
2057,10.83222,106.70399,no_available,2025-12-26 22:25:56
2058,10.85855,106.64039,no_available,2025-12-26 22:25:56
2059,10.79805,106.65233,on_trip,2025-12-26 22:25:56
2060,10.8619,106.70811,available,2025-12-26 22:25:56
2061,10.89052,106.60632,no_available,2025-12-26 22:25:56
2062,10.87603,106.62383,no_available,2025-12-26 22:25:56
2063,10.76291,106.67527,no_available,2025-12-26 22:25:56
2064,10.7072,106.63537,on_trip,2025-12-26 22:25:56
2065,10.87694,106.63283,no_available,2025-12-26 22:25:56
2066,10.7269,106.74314,no_available,2025-12-26 22:25:56
2067,10.8528,106.71377,no_available,2025-12-26 22:25:56
2068,10.83202,106.73707,no_available,2025-12-26 22:25:56
2069,10.79518,106.77087,available,2025-12-26 22:25:56
2070,10.77828,106.69894,no_available,2025-12-26 22:25:56
2071,10.82339,106.67055,on_trip,2025-12-26 22:25:56
2072,10.7641,106.60563,available,2025-12-26 22:25:56
2073,10.72564,106.67328,available,2025-12-26 22:25:56
2074,10.85304,106.72503,no_available,2025-12-26 22:25:56
2075,10.71947,106.66903,on_trip,2025-12-26 22:25:56
2076,10.78239,106.61129,offline,2025-12-26 22:25:56
2077,10.74952,106.72962,available,2025-12-26 22:25:56
2078,10.88208,106.6131,on_trip,2025-12-26 22:25:56
2079,10.72289,106.63396,on_trip,2025-12-26 22:25:56
2080,10.70748,106.73155,no_available,2025-12-26 22:25:56
2081,10.81361,106.78028,on_trip,2025-12-26 22:25:56
2082,10.70408,106.69394,available,2025-12-26 22:25:56
2083,10.89715,106.67555,no_available,2025-12-26 22:25:56
2084,10.76448,106.61955,no_available,2025-12-26 22:25:56
2085,10.72001,106.73502,on_trip,2025-12-26 22:25:56
2086,10.79935,106.76229,on_trip,2025-12-26 22:25:56
2087,10.73333,106.6599,no_available,2025-12-26 22:25:56
2088,10.74035,106.72709,available,2025-12-26 22:25:56
2089,10.86808,106.70717,on_trip,2025-12-26 22:25:56
2090,10.75303,106.65946,no_available,2025-12-26 22:25:56
2091,10.86092,106.72491,available,2025-12-26 22:25:56
2092,10.84354,106.71564,on_trip,2025-12-26 22:25:56
2093,10.75467,106.71329,no_available,2025-12-26 22:25:56
2094,10.78542,106.66946,available,2025-12-26 22:25:56
2095,10.83031,106.66037,on_trip,2025-12-26 22:25:56
2096,10.78658,106.70799,offline,2025-12-26 22:25:56
2097,10.78286,106.65025,no_available,2025-12-26 22:25:56
2098,10.83431,106.70951,available,2025-12-26 22:25:56
2099,10.82557,106.70324,offline,2025-12-26 22:25:56
2100,10.81537,106.64259,no_available,2025-12-26 22:25:56
2101,10.75359,106.72759,no_available,2025-12-26 22:25:56
2102,10.88693,106.74532,available,2025-12-26 22:25:56
2103,10.80445,106.67285,offline,2025-12-26 22:25:56
2104,10.74807,106.74929,on_trip,2025-12-26 22:25:56
2105,10.86882,106.68205,available,2025-12-26 22:25:56
2106,10.82679,106.76919,on_trip,2025-12-26 22:25:56
2107,10.86474,106.72921,on_trip,2025-12-26 22:25:56
2108,10.83737,106.64723,offline,2025-12-26 22:25:56
2109,10.72271,106.63838,offline,2025-12-26 22:25:56
2110,10.85941,106.66211,no_available,2025-12-26 22:25:56
2111,10.81197,106.68723,available,2025-12-26 22:25:56
2112,10.7404,106.65454,available,2025-12-26 22:25:56
2113,10.75168,106.76071,offline,2025-12-26 22:25:56
2114,10.82886,106.60845,no_available,2025-12-26 22:25:56
2115,10.85645,106.61107,available,2025-12-26 22:25:56
2116,10.76278,106.6596,available,2025-12-26 22:25:56
2117,10.88011,106.6814,on_trip,2025-12-26 22:25:56
2118,10.83433,106.77714,no_available,2025-12-26 22:25:56
2119,10.88863,106.74485,offline,2025-12-26 22:25:56
2120,10.74721,106.71419,available,2025-12-26 22:25:56
2121,10.80439,106.7658,on_trip,2025-12-26 22:25:56
2122,10.79929,106.61805,available,2025-12-26 22:25:56
2123,10.85464,106.66268,no_available,2025-12-26 22:25:56
2124,10.86117,106.74879,no_available,2025-12-26 22:25:56
2125,10.7436,106.62136,offline,2025-12-26 22:25:56
2126,10.89398,106.6879,on_trip,2025-12-26 22:25:56
2127,10.87258,106.61119,on_trip,2025-12-26 22:25:56
2128,10.83992,106.62259,no_available,2025-12-26 22:25:56
2129,10.79497,106.64927,on_trip,2025-12-26 22:25:56
2130,10.87589,106.78739,on_trip,2025-12-26 22:25:56
2131,10.79504,106.67355,on_trip,2025-12-26 22:25:56
2132,10.70421,106.79336,available,2025-12-26 22:25:56
2133,10.86829,106.73244,available,2025-12-26 22:25:56
2134,10.83814,106.75776,offline,2025-12-26 22:25:56
2135,10.7506,106.67694,on_trip,2025-12-26 22:25:56
2136,10.88063,106.73705,offline,2025-12-26 22:25:56
2137,10.87153,106.67769,no_available,2025-12-26 22:25:56
2138,10.8855,106.78359,on_trip,2025-12-26 22:25:56
2139,10.71805,106.76454,offline,2025-12-26 22:25:56
2140,10.75948,106.77188,offline,2025-12-26 22:25:56
2141,10.88318,106.72627,no_available,2025-12-26 22:25:56
2142,10.85786,106.65481,available,2025-12-26 22:25:56
2143,10.86464,106.7881,no_available,2025-12-26 22:25:56
2144,10.84739,106.7853,on_trip,2025-12-26 22:25:56
2145,10.84348,106.77535,available,2025-12-26 22:25:56
2146,10.86488,106.7397,available,2025-12-26 22:25:56
2147,10.77037,106.72042,on_trip,2025-12-26 22:25:56
2148,10.79065,106.60547,available,2025-12-26 22:25:56
2149,10.82827,106.63675,no_available,2025-12-26 22:25:56
2150,10.8582,106.62722,no_available,2025-12-26 22:25:56
2151,10.74002,106.66111,available,2025-12-26 22:25:56
2152,10.72217,106.64992,offline,2025-12-26 22:25:56
2153,10.86939,106.73715,on_trip,2025-12-26 22:25:56
2154,10.7903,106.7747,offline,2025-12-26 22:25:56
2155,10.75214,106.73749,on_trip,2025-12-26 22:25:56
2156,10.85991,106.63973,no_available,2025-12-26 22:25:56
2157,10.77352,106.6787,no_available,2025-12-26 22:25:56
2158,10.88895,106.77687,offline,2025-12-26 22:25:56
2159,10.70415,106.60459,offline,2025-12-26 22:25:56
2160,10.88137,106.79483,offline,2025-12-26 22:25:56
2161,10.75236,106.77037,available,2025-12-26 22:25:56
2162,10.78021,106.68578,on_trip,2025-12-26 22:25:56
2163,10.72985,106.79161,offline,2025-12-26 22:25:56
2164,10.88945,106.62347,no_available,2025-12-26 22:25:56
2165,10.85467,106.78566,no_available,2025-12-26 22:25:56
2166,10.7237,106.74271,offline,2025-12-26 22:25:56
2167,10.88921,106.76268,on_trip,2025-12-26 22:25:56
2168,10.75759,106.69883,offline,2025-12-26 22:25:56
2169,10.78626,106.64132,offline,2025-12-26 22:25:56
2170,10.89904,106.65659,offline,2025-12-26 22:25:56
2171,10.78367,106.6817,offline,2025-12-26 22:25:56
2172,10.70575,106.79523,offline,2025-12-26 22:25:56
2173,10.82354,106.78147,on_trip,2025-12-26 22:25:56
2174,10.81658,106.72945,available,2025-12-26 22:25:56
2175,10.70206,106.62664,on_trip,2025-12-26 22:25:56
2176,10.89488,106.67951,offline,2025-12-26 22:25:56
2177,10.84267,106.74169,on_trip,2025-12-26 22:25:56
2178,10.71461,106.7114,available,2025-12-26 22:25:56
2179,10.76657,106.64697,on_trip,2025-12-26 22:25:56
2180,10.89935,106.78786,available,2025-12-26 22:25:56
2181,10.70107,106.70091,no_available,2025-12-26 22:25:56
2182,10.7605,106.67894,on_trip,2025-12-26 22:25:56
2183,10.72645,106.77845,available,2025-12-26 22:25:56
2184,10.8161,106.65206,no_available,2025-12-26 22:25:56
2185,10.88607,106.77558,offline,2025-12-26 22:25:56
2186,10.71793,106.74205,no_available,2025-12-26 22:25:56
2187,10.72836,106.62337,available,2025-12-26 22:25:56
2188,10.8957,106.69984,on_trip,2025-12-26 22:25:56
2189,10.84956,106.78525,on_trip,2025-12-26 22:25:56
2190,10.88056,106.65264,on_trip,2025-12-26 22:25:56
2191,10.80339,106.68716,offline,2025-12-26 22:25:56
2192,10.76311,106.79891,offline,2025-12-26 22:25:56
2193,10.81113,106.78457,no_available,2025-12-26 22:25:56
2194,10.71064,106.62972,offline,2025-12-26 22:25:56
2195,10.73663,106.69405,offline,2025-12-26 22:25:56
2196,10.84119,106.68729,no_available,2025-12-26 22:25:56
2197,10.70816,106.6713,no_available,2025-12-26 22:25:56
2198,10.79155,106.6225,offline,2025-12-26 22:25:56
2199,10.72473,106.61872,on_trip,2025-12-26 22:25:56
2200,10.73613,106.63366,on_trip,2025-12-26 22:25:56
2201,10.81265,106.73263,offline,2025-12-26 22:25:56
2202,10.81671,106.79433,offline,2025-12-26 22:25:56
2203,10.78328,106.61537,no_available,2025-12-26 22:25:56
2204,10.83538,106.77747,available,2025-12-26 22:25:56
2205,10.75686,106.79627,available,2025-12-26 22:25:56
2206,10.77883,106.71807,available,2025-12-26 22:25:56
2207,10.8674,106.63076,available,2025-12-26 22:25:56
2208,10.79205,106.74154,no_available,2025-12-26 22:25:56
2209,10.79081,106.79104,available,2025-12-26 22:25:56
2210,10.76589,106.60877,no_available,2025-12-26 22:25:56
2211,10.76498,106.74631,offline,2025-12-26 22:25:56
2212,10.74227,106.60974,on_trip,2025-12-26 22:25:56
2213,10.76463,106.61111,available,2025-12-26 22:25:56
2214,10.80943,106.72046,available,2025-12-26 22:25:56
2215,10.77977,106.6356,no_available,2025-12-26 22:25:56
2216,10.71784,106.77047,offline,2025-12-26 22:25:56
2217,10.7777,106.68048,offline,2025-12-26 22:25:56
2218,10.72412,106.69817,no_available,2025-12-26 22:25:56
2219,10.84718,106.78434,offline,2025-12-26 22:25:56
2220,10.77181,106.61922,on_trip,2025-12-26 22:25:56
2221,10.80253,106.69792,no_available,2025-12-26 22:25:56
2222,10.79529,106.71261,no_available,2025-12-26 22:25:56
2223,10.71804,106.68451,on_trip,2025-12-26 22:25:56
2224,10.82277,106.68682,no_available,2025-12-26 22:25:56
2225,10.71859,106.70267,no_available,2025-12-26 22:25:56
2226,10.83529,106.72952,offline,2025-12-26 22:25:56
2227,10.88613,106.70546,available,2025-12-26 22:25:56
2228,10.75814,106.68747,no_available,2025-12-26 22:25:56
2229,10.76008,106.79684,on_trip,2025-12-26 22:25:56
2230,10.86831,106.70462,on_trip,2025-12-26 22:25:56
2231,10.81371,106.7102,available,2025-12-26 22:25:56
2232,10.80268,106.70213,no_available,2025-12-26 22:25:56
2233,10.7189,106.73217,on_trip,2025-12-26 22:25:56
2234,10.77109,106.71711,available,2025-12-26 22:25:56
2235,10.72279,106.73232,offline,2025-12-26 22:25:56
2236,10.85724,106.76858,available,2025-12-26 22:25:56
2237,10.71666,106.77535,on_trip,2025-12-26 22:25:56
2238,10.76279,106.74482,no_available,2025-12-26 22:25:56
2239,10.82476,106.65301,offline,2025-12-26 22:25:56
2240,10.74221,106.61564,on_trip,2025-12-26 22:25:56
2241,10.87432,106.62127,available,2025-12-26 22:25:56
2242,10.70117,106.62334,offline,2025-12-26 22:25:56
